NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
210058132045,2023,11,F,1,1,1,1,10,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,1,1,0,,1194,1203,,,521.3,556.5,,,ABCDCBDABDCCEEDCCADADABAEABCEADCAADEECACACADE,BBBBADAEBBBEAEDABACEACBEACAAEDDAACBCBAADDADAC,,0,,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,,1,120,100,100,120,80,520,E,E,B,B,5,C,A,B,C,A,A,B,B,A,A,B,A,A,B,A,A,D,A,A,B
210061519402,2023,8,F,2,1,1,1,6,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,F,G,D,D,3,C,A,B,C,A,A,B,A,B,B,B,A,B,B,A,A,C,A,B,B
210058409453,2023,2,M,1,1,1,2,0,2,1,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1221,1193,1204,1211,580.4,613.7,589.8,678.1,DBEECECABCBEECBCDBBCDCADADBCCAEDBBBDACBDEEEAC,ACEDEBCADCDAADCABAEABCACDDCBDADEBCCAABCDBCAAA,EBABCAAACACDCDAACABDADBCBBAECCDDABEBBEABACEED,CCACEECDACDDCEABCBADAAEDACDDEDCEEDAADDECEDACC,0,DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED,ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE,DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED,BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC,1,120,120,100,120,140,600,D,F,C,C,6,D,A,C,D,B,A,B,B,B,A,B,A,B,C,A,A,E,B,B,B
210059035550,2023,7,F,1,3,1,1,5,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1224,1192,1202,1214,357.4,461.3,519.2,533.3,AECABDBAAEDABDAADDABDCCABCBCBDBCEACDCCDBDEEAB,CBADDEADCABDAADDAECBEEAEDACDECBBDCECECCEABDDD,D.EEACBEABDEECDBACBAAAAEACADCBAEBDCCDDCBEACAA,ADAACEDEAEBEBEBBABDECA.CECDBCDCEADBCCEEDBDCDC,1,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1,100,140,100,120,60,520,B,B,C,B,3,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,B,B
210060456947,2023,6,F,1,2,1,1,4,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,B,F,2,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,B,A,B,B
210060422976,2023,4,F,1,3,1,1,1,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1222,1191,1201,1212,463.7,578.3,590.7,558.1,DAABEACBEEBBEDACDEEBDDACABCAEDBEDBACCBAEDBAEB,CDAEDABDDACACADACBDAAECDEABADCDEBCADBCAEEADDA,BCDABDEDAEBBCBBADBDCDCCEBBEDBACCBCAEDAEBBEAAB,CACCBBEDDAAEBBBEEDAACBDDAACEBBBCEDBDDEDDADAEB,0,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1,120,180,120,120,120,660,E,E,C,C,3,E,A,B,C,B,A,B,B,B,A,B,A,A,B,A,B,D,A,B,B
210060507674,2023,2,M,1,3,1,2,0,3,1,0,3523107,Itaquaquecetuba,35,SP,4,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1224,1192,1202,1214,462.8,447.6,422.4,428.8,CCCCCCDCBBEEEEEEEEEEDDDDDDBBBBBBCCDCCCCDDDAAA,DDDDDDBBCAEEBAADABBAABBBAEEEDABCDDECCCCCCADCC,CBCCCDBEDADDADCBBBBABACECCAEBACAEDDCBCAAAACCC,BABBBBDE.BEAABBBAEEEECCABBCACBBBBDEEEEBAACCDC,1,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1,120,140,120,100,120,600,E,E,C,D,3,H,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
210058253286,2023,2,F,1,2,1,2,0,2,1,0,3523107,Itaquaquecetuba,35,SP,1,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1221,1193,1204,1211,571.8,615.7,571.7,542.3,DBEBBEABCDCCBEAABDDDDEAACDCECEBEAAECACACAEACA,ACDEAABADCDAADEEBCAABCACADCBDDDBADECDBADBCDAE,DBABEBBCCACDCDDADBCBADBCECEECBEDAECBBECBACAED,BDBDCCCBBCDEBADADEDDADACECDDDCDCBDBABCEBBDCCD,0,DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED,ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE,DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED,BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC,1,120,180,140,120,120,680,E,F,D,D,3,H,A,B,C,B,A,B,B,B,B,B,A,B,C,B,A,D,A,B,B
210058542799,2023,1,F,1,1,1,3,0,1,,1,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,1,1,0,,1194,1203,,,570.3,525.4,,,ABCDABDACDCECAEEADBADACADABEBDCEAAECBDDBDCADE,EAEBAAAECBBEEDCDEBBCAECCACACEDCBADEEBEDDEADDC,,0,,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,,1,120,160,120,120,120,640,H,H,B,C,4,D,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,D,A,A,B
210060455236,2023,4,F,1,3,1,1,2,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1224,1192,1202,1214,500.3,511.8,570.3,678.1,AEBBEABDADBEECBDBBDADBBBDABCDDCADDAEDBCABBDAE,DBAADEEACDAEDDCCBCEDDACAEEAADAABCCDAABCDABEAE,DCBDACCEEEDAACBAACCAADACAEABBBBEDBBCBDABCDCAB,EDCAADEEBEDECCDCDCCEECBCECDBCCDCADABBDDAACDDB,0,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1,160,200,180,200,180,920,E,E,C,D,3,I,A,B,D,B,A,B,A,B,A,B,A,B,B,B,B,D,A,C,B
210061197876,2023,5,M,1,1,1,1,2,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1223,1194,1203,1213,651.5,708.9,615.4,726.2,CBDDEBAECCCBEAAAABABCCBEAECDAACCDBDABCCDBEAED,ABCDCBDACDAEACEACABEDCDABADEBAABCDCABADCDAADE,BDBBBAADCBEEAACABABEADBCACCCEDCAADEDBAEDDACCA,ECDEEBDABDEACCBCCCBEADACCDACADBBAAEAECCBCECCC,0,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1,160,180,160,200,180,880,E,E,B,D,3,F,A,B,D,B,A,B,B,B,B,A,A,B,C,B,A,D,A,B,B
210058345724,2023,2,M,1,3,1,2,0,2,1,0,3530607,Mogi das Cruzes,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1221,1193,1204,1211,652.7,682.9,606.7,786.5,DBEEEAABDCACCCECDCDCCADDABEDCCABABECCCBDCEBAB,ACEEACAEDCDAADEACCDADCDCABCBDADEBAEBABDDBCDAE,DBABBAADCACDEDCACAEDADBCABABCBEAABCBBEABACAEB,ACBDBEABDBCDCEABAEBDABCBAEDBDECAADABCBEBEABCC,0,DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED,ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE,DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED,BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC,1,140,200,160,200,200,900,F,G,D,D,4,H,A,C,D,C,A,B,B,B,A,B,A,B,B,B,A,D,B,C,B
210058604217,2023,2,M,1,3,1,2,0,2,1,0,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1223,1194,1203,1213,608.0,630.6,616.5,725.5,CEDACAAEAAACCACBCDECBCDCDCCBBCAEEBEDECCDBEECD,ABCDBBCACDCEACEECDBEDBCEBDDEBDCBBECABEDCDAADE,CDBBAAAECBBEACCAACBEADBEABCBDDEDADECBAEDAECCC,EBDCEEDACDBACDCCEABCDDCBDDEEAECBABEEECEBEECBC,0,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1,120,200,140,160,120,740,H,E,F,D,5,D,A,B,C,A,A,B,B,B,A,B,A,A,C,A,B,E,A,B,B
210058552996,2023,3,F,1,3,1,2,0,2,1,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1221,1193,1204,1211,459.0,450.4,510.6,407.7,EBEBACDDBEBCCEAEECAADEBCACBDCDAEABEEBCBACACAE,ABCAACECADEBBCEECEEABADEABAADDBAACCEDEADBCEAE,BCABCBBDCECDEDACCABBCBCCDCECCAEBAECABCEBADBCD,CDBAECDDDBCBBDEBEEEABBEDADADDCABCCBCAECBCDBAD,0,DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED,ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE,DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED,BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC,1,140,160,140,160,140,740,E,E,C,D,7,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
210060289876,2023,3,M,1,3,1,2,0,2,1,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1223,1194,1203,1213,532.6,610.7,489.4,658.4,CADCBDCADEDACBDABADCEBCAD.CEBBCABEEBCDDDBEECA,ABCDCBDACDAEAAEABDBDDBDACECBADABADCCBADCDAADE,EDBBAEABABBEACDBCABEADBDECDBDAEBCDDACBAEDBDAC,ECDCEADADDDCCCBCBAACDDBCDBEBAECBADEDBBCDEABCB,0,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1,140,200,140,180,200,860,C,E,B,C,3,D,A,B,C,A,A,B,B,B,A,B,A,A,C,A,A,D,A,B,B
210058538729,2023,5,F,1,1,1,1,3,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1223,1194,1203,1213,445.7,532.9,583.9,512.8,CBACEABAAECBAAEECABECBADEBCAEBBCEDECDBCEBCEEB,AABDCACACDEAAEEACEBBDADCDDDAAEDACAECDADCBAADE,ADBBAAADEBBEACCACACAAEBDABCAEDEAADEDDEEDCAECA,DBDBEADACCDCDCCEAABBDDBABCECABACBCAABBCBBBCBB,0,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1,120,140,120,120,120,620,B,C,D,B,5,D,A,B,D,B,A,B,B,B,A,B,A,A,B,A,A,D,A,A,B
210058345749,2023,3,F,1,1,1,2,0,2,1,0,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,E,C,F,3,B,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B
210061377527,2023,9,F,1,3,1,1,5,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,B,B,5,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
210058304110,2023,5,F,1,1,1,1,2,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,E,C,D,3,B,A,C,C,B,A,B,B,B,A,B,A,B,B,A,A,D,A,B,B
210060344809,2023,3,F,1,5,1,2,0,2,1,0,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1222,1191,1201,1212,436.5,365.6,416.5,474.6,EDBDACBDAECECCCDBEEDABADEAACEDBADBACEBCAEABCB,CDCEADECDE*DBCEADAEBADCEEDECADBEAADEBEAEDCBBA,BDEACEADEEDBBEACDADEAECEBBEDEBCBAEAACBEDACADD,CADDEBCAADEBDABEBEEEDBADBAACBEADCECEDCACADBEE,1,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1,140,120,100,100,100,560,D,C,C,C,7,E,A,C,D,B,A,B,B,A,A,A,A,A,B,A,A,E,A,B,B
210060261658,2023,3,M,1,3,1,2,0,2,1,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1224,1192,1202,1214,487.7,541.0,545.8,652.7,EBBBACADEDBDEDBDEBEABCCBCAADBDACAECDBADDCCBDB,DAAAEEBCCDEEBDACABCADCEDBACDBEBCACEAECBDBAECD,BCBEECBEABDDADBDACABBACCBAABEEBECBCDADCDEADAD,EEDACDDDEDAAEDBEDBCBECBCBDEBCCACBDDACDEDBAEDA,0,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1,120,120,120,120,100,580,E,E,C,D,4,F,A,C,C,B,B,C,B,B,A,B,A,B,D,A,A,D,A,A,B
210060957167,2023,2,F,1,3,1,2,0,2,1,0,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1223,1194,1203,1213,593.6,578.8,570.4,647.9,CBEAABBEDCDBBAECDBAACDEDDCCEBCCBBCEABBDDBEBDC,ABCDCBCDDDAAADEBDEBCDAEEBACDBAABCDCEDABCCAADE,BDBBADABCBBEAEDAACCCBBCBACCAEDCDADACBADDBECDE,EEDEBBDAEDBECDCCCBBBADADBBDEEEAAADDCCCBBEDCBB,0,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1,160,180,140,160,200,840,D,G,C,D,3,H,A,B,C,C,A,B,B,B,B,B,A,A,B,A,A,D,A,B,B
210060535072,2023,13,M,1,3,1,1,17,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,A,B,B,B,2,C,A,C,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
210058404644,2023,2,F,1,3,1,2,0,2,1,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1223,1194,1203,1213,515.8,524.6,527.8,637.1,CBDACABEDBCBABDDBEAABDCEEDBBEDCBEEABCDEDBCCEB,BACDCA.DCDBECAEECDEBDABDACEADBEBCAAD.BDCDABDE,BAABEEAEACBEACCABCDEADDB.C..EAED.DDDBCBDBEDAA,EEDCEEDADDDCCCACBDBADCBBCEDCBEEECA.DCCBCBDCBA,1,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1,140,180,160,160,180,820,C,D,C,B,3,C,C,B,C,A,B,B,B,B,A,B,A,A,B,A,A,D,A,A,B
210060171005,2023,3,M,1,2,1,1,1,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1223,1194,1203,1213,557.7,625.0,622.8,653.1,CDDBCABEBCEACADECBBBCBDDEDCDBACDEDCDBCEDBDEEA,ABCDCBCACDCEAAEECABDDACEABCEBDDBACCABADCDAADE,BABBAAABCBBEAADAAEBAAEBBACCCEDEDBDCBBEEDDACCD,EBDEEADACEABACCCDBBDDDACBDEBAABBDCBDABEECECBA,0,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1,120,180,140,120,140,700,E,G,D,D,4,D,A,C,D,B,A,B,B,B,A,B,A,B,C,A,A,E,A,C,B
210060344644,2023,2,M,1,2,1,2,0,2,1,0,3518800,Guarulhos,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,C,C,5,C,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,D,A,B,B
210058253332,2023,3,F,1,3,1,2,0,2,1,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,H,E,F,B,4,B,B,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
210058512164,2023,2,F,1,3,1,2,0,2,1,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1224,1192,1202,1214,478.0,500.7,511.1,591.3,BECAAEBCCDBEDBACEEACADBBEABECDBDDACEBCEBCCDBA,DABADEAECBCCAEDADDEAAECBBEDDBAAEDDACBEADEABAD,CEAEACAEEBADABCAADBABACDEDABEBEEDCADADCBEBCAC,EACBADCEBEAEDCBDDCBBAABBDCEDCDADCDABDEAECBDDA,1,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1,100,120,100,120,160,600,E,E,C,D,4,H,A,C,C,A,A,B,B,B,A,B,A,A,C,A,B,E,A,B,B
210060611817,2023,11,F,1,1,1,1,9,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,D,D,B,B,2,D,A,B,B,A,A,B,B,B,B,B,A,A,B,A,A,C,A,A,B
210058286619,2023,3,F,1,1,1,2,0,2,1,0,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,H,G,B,F,2,D,A,C,C,A,A,B,A,A,A,B,A,A,C,A,A,C,A,A,B
210058185086,2023,2,F,1,2,1,2,0,2,1,0,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1221,1193,1204,1211,406.9,513.9,516.2,487.9,ABECEBCDABBDEECABBCDAECACBDCDAEDBACEEDABCDADB,ECDAEBABDCDAEDECBEDABDBACEEBADABDCBAECDDBCACE,AEECEDABCEADBDAAEACBBDCCEABECDEBAEADBECB.BDAD,BDCDBECBCDADBDAAEEABACBDBBEDDBBDAECBDCCBAAADE,1,DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED,ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE,DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED,BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC,1,140,160,160,140,140,740,C,C,B,C,3,E,A,B,B,C,A,B,A,C,A,B,A,A,B,B,B,D,A,A,B
210058794204,2023,4,F,1,1,1,1,2,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1223,1194,1203,1213,465.0,458.3,486.3,389.6,CCBACABECEBBBECDEAEEBBBEEDAEBBDACEACBCCEBDBBA,ABBABECDBDAACDECCABADABEABBBBEBDABDCECECBAAAC,ECABCAAEABEEACCABBCAACABACDBADCADAABEADDCEABC,BEDCCCECBDDABABADACCBCBECAAEACBCEACCAEDDCACDB,1,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,6,0,0,0,0,0,0,B,B,C,F,3,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
210060240460,2023,3,F,1,3,2,1,1,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1224,1192,1202,1214,501.0,608.2,580.2,614.8,EBCDBACCADBCEECEDDDBACCDAABBCCCBCECDDAEADEBBE,DBAADEADCDEECABCBDEBCEADDADDBADAECEAECBAAEBCD,DABAACADAEDBAEBBACBBBAAEAAAECCBEBBCCADEDEBDAC,EDCBBBDEBCBCADCCEBACEDBBCDDCCCCCBEDBDDDDBCDCC,0,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1,100,200,100,120,140,660,C,E,D,D,3,D,A,B,C,B,A,B,B,A,A,A,A,A,B,A,A,C,A,A,B
210058435520,2023,1,F,1,3,1,3,0,1,,1,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,1,1,0,,1191,1201,,,371.6,382.5,,,CEEAABADADBAEBDABCDADCCDAECCEACCEACCAEEDCAEDA,BCCAEBDCBDECBDBDEBDCABCCDDBECAACADBABABBDBAEB,,1,,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,,1,60,120,80,40,0,300,H,E,F,B,2,B,A,B,B,A,A,B,B,B,B,A,A,A,B,A,A,B,A,A,B
210058253769,2023,3,F,1,1,1,1,1,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,E,C,C,4,C,A,B,B,A,A,B,A,B,B,B,A,A,B,A,A,E,A,B,B
210058821753,2023,2,F,1,2,1,2,0,2,1,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,D,E,C,B,7,B,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,B,A,A,B
210060785568,2023,8,M,1,1,1,1,5,1,,0,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1223,1194,1203,1213,628.4,621.6,515.0,708.3,CCDAEEDECCCBCADCBCCAECCECCCDBCBCBBEECCCDBECEC,ABCDCBDACDAEECEACEBCDEBAAACBBCDBCDCEDADCDAADE,CABAABABDCEEAACADACDBCCAABCBEDCDADDDBBBBEBBBB,EEDBEADAEDDCCCACEDBEEDCBEDAEDEAEDEECEBADEECEC,0,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1,160,200,200,180,180,920,C,A,A,A,3,C,A,B,C,A,A,B,A,A,A,B,A,A,A,A,A,A,A,B,B
