NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023
210064026819,2024,10,F,1,3,1,1,8,,0,3523107,Itaquaquecetuba,35,SP,H,E,F,F,1,B,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,B,A
210064027419,2024,3,M,1,2,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,G,D,F,4,A,C,A,D,D,C,A,C,B,B,B,B,A,B,B,C,E,A
210064028515,2024,15,F,2,3,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,F,F,C,C,3,B,B,A,C,C,B,A,B,A,B,B,B,B,A,B,B,D,A
210064033961,2024,2,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,E,D,D,4,A,D,A,B,C,B,B,B,B,B,B,B,C,A,B,B,E,A
210064034127,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,H,F,F,4,A,F,A,B,D,B,B,B,A,B,B,B,D,A,B,B,E,A
210064034644,2024,6,F,1,1,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,E,F,C,D,4,B,C,A,C,C,A,A,B,A,B,A,A,B,A,B,B,B,A
210064034650,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,B,B,5,B,C,A,B,C,C,A,B,A,B,B,A,B,A,B,B,E,A
210064035008,2024,1,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,F,E,F,4,B,B,A,B,B,A,A,B,A,A,B,A,B,A,B,A,B,A
210064035219,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,E,C,F,4,A,C,A,B,C,B,A,B,A,B,B,A,B,A,B,B,D,A
210064035437,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,H,F,F,6,A,C,A,B,C,C,B,B,A,B,B,B,C,B,B,B,B,A
210064035914,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,F,4,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A
210064036878,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,D,C,5,A,C,A,C,D,A,A,B,A,B,B,B,C,A,B,B,E,A
210064037622,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,E,E,B,4,B,C,A,B,C,B,A,B,B,B,B,A,C,B,B,B,E,A
210064039744,2024,3,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,D,F,5,B,C,A,B,D,B,A,B,A,B,B,A,B,A,B,B,E,A
210064040722,2024,4,F,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,C,B,B,B,3,A,B,A,B,B,A,A,B,A,A,B,A,B,A,B,A,C,A
210064040878,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,F,B,3,A,C,A,C,C,B,A,B,A,B,B,A,B,A,B,B,D,A
210064041378,2024,3,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,G,C,B,3,B,F,A,C,D,B,A,B,A,B,B,B,C,A,B,B,D,A
210064042404,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,B,C,C,4,A,G,A,B,C,A,A,B,A,B,B,B,C,A,B,B,E,A
210064042656,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,C,7,A,C,A,C,D,B,C,B,A,B,B,A,B,A,B,C,E,A
210064042826,2024,3,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,E,B,B,3,A,C,A,B,C,B,A,B,A,B,B,A,B,B,B,A,D,A
210064043137,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,B,F,F,3,A,A,A,B,C,A,A,B,A,B,A,A,B,A,B,A,D,A
210064043319,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,E,B,C,4,A,B,A,B,C,C,A,B,A,B,B,A,B,A,B,A,E,A
210064043396,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,3,A,E,A,D,C,B,A,B,A,B,B,A,B,A,B,A,C,A
210064043609,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,E,B,B,5,A,E,A,B,C,B,A,B,A,B,B,A,B,A,B,A,E,A
210064043764,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,D,C,B,2,A,C,A,B,C,A,A,B,A,B,B,A,B,A,B,B,B,A
210064043890,2024,6,M,1,2,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,B,D,C,B,10,B,D,A,B,C,A,A,B,A,B,A,A,B,A,B,A,E,A
210064044040,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,H,D,D,4,A,C,A,B,C,B,A,B,A,B,B,A,B,A,B,A,B,A
210064044463,2024,16,M,2,3,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,H,H,B,F,4,B,G,A,C,C,A,A,B,A,B,A,A,B,A,B,B,E,A
210064044770,2024,8,F,0,1,1,1,6,,0,3523107,Itaquaquecetuba,35,SP,D,A,B,A,2,B,B,A,B,B,A,A,B,A,A,A,A,B,A,B,B,B,A
210064044971,2024,2,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,C,B,6,B,B,A,B,C,A,A,B,A,A,B,A,B,A,B,A,D,A
210064047056,2024,12,F,2,3,1,1,13,,0,3523107,Itaquaquecetuba,35,SP,H,D,C,B,4,A,A,A,C,C,A,A,B,A,B,B,A,B,A,B,A,C,A
210064049180,2024,3,M,1,3,3,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,B,4,A,E,A,B,D,B,A,B,A,A,A,A,B,A,B,B,E,A
210064049646,2024,3,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,5,A,C,A,C,D,B,A,B,A,B,B,A,B,A,B,B,D,A
210064050445,2024,11,M,1,3,1,1,8,,0,3523107,Itaquaquecetuba,35,SP,C,D,C,B,5,A,C,A,B,A,A,A,B,A,B,A,A,B,A,B,A,D,A
210064051482,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,B,D,5,A,C,A,B,C,A,B,B,A,B,B,A,B,A,B,A,E,A
210064052478,2024,2,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,4,A,D,A,B,C,B,A,B,A,A,B,A,B,A,B,A,D,A
210064052701,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,E,E,D,4,A,C,A,B,C,A,A,B,A,A,B,A,D,B,B,B,E,A
210064052894,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,B,B,B,2,A,A,A,B,B,A,A,B,B,B,B,A,B,A,B,A,B,A
210064054673,2024,2,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,F,B,D,4,A,F,A,B,C,B,A,B,A,B,A,A,B,A,B,A,D,A
210064054744,2024,4,F,1,2,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,H,B,C,B,1,B,B,A,B,B,A,A,B,A,A,B,A,B,A,B,A,C,A
210064055152,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,D,B,C,4,A,B,A,B,B,A,A,B,A,B,B,A,B,A,B,A,B,A
210064055760,2024,2,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,E,F,F,5,A,B,A,B,C,C,A,B,B,A,A,A,B,A,B,B,C,A
210064058582,2024,12,F,2,3,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,H,E,F,F,4,B,I,A,B,B,B,A,B,A,A,B,A,B,A,B,A,C,A
210064058965,2024,1,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,E,A,A,2,A,C,A,B,B,A,A,B,A,B,A,A,B,A,B,A,C,A
210064060313,2024,10,F,1,3,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,A,B,A,A,9,A,A,A,B,D,A,A,B,A,A,A,A,B,A,B,A,C,A
210064060576,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,C,3,A,B,A,B,B,A,A,B,A,B,B,A,A,A,B,A,B,A
210064062035,2024,5,F,1,2,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,2,A,C,A,B,C,A,A,B,A,B,A,A,A,A,B,B,C,A
210064062623,2024,4,M,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,D,C,B,B,5,A,B,A,A,C,A,A,B,B,A,A,A,A,A,B,A,B,A
210064062746,2024,5,F,1,1,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,H,E,F,C,2,B,C,A,B,B,A,A,B,A,B,A,A,B,A,B,B,C,A
210064065345,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,B,4,A,D,A,C,C,B,A,B,A,B,B,A,B,A,B,B,D,A
210064067110,2024,5,F,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,C,B,B,8,A,C,A,B,C,B,A,B,A,A,A,A,B,A,B,A,D,A
210064067871,2024,5,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,1,A,A,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210064068229,2024,10,M,1,3,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,D,3,A,E,A,B,C,A,A,B,A,B,B,A,B,A,B,B,B,A
210064069333,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,F,4,B,C,A,B,B,A,A,B,A,B,B,A,B,A,A,B,B,A
210064069740,2024,4,F,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,F,F,E,F,4,A,J,A,B,C,B,A,B,A,B,B,B,D,A,B,B,E,A
210064074189,2024,2,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,F,4,A,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,E,A
210064074508,2024,4,F,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,E,F,B,4,A,B,A,B,C,B,A,B,A,B,B,B,B,A,B,A,D,C
210064074565,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,B,B,2,B,C,A,B,C,A,A,B,A,B,A,A,B,A,B,A,B,A
210064074567,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,G,C,D,3,A,G,A,B,C,B,A,B,A,A,A,A,B,A,B,C,D,A
210064076356,2024,3,F,1,3,3,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,E,F,F,5,A,A,A,B,A,A,A,B,A,A,A,A,A,A,B,A,C,A
210064078156,2024,11,M,1,3,1,1,9,,0,3523107,Itaquaquecetuba,35,SP,C,E,C,C,4,B,D,A,C,D,B,A,B,A,B,B,B,D,A,B,C,E,A
210064081157,2024,11,M,1,2,1,1,11,,0,3523107,Itaquaquecetuba,35,SP,C,C,C,F,1,B,B,A,B,B,A,A,A,A,A,A,A,B,A,B,A,B,A
210064085445,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,D,F,B,4,A,B,A,B,C,B,A,B,A,B,B,B,B,A,B,B,B,A
210064090240,2024,7,F,1,1,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,E,D,C,C,3,A,C,A,B,C,B,A,B,A,B,B,B,B,A,B,B,C,D
210064090393,2024,2,M,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,G,C,D,4,A,H,A,C,D,C,A,B,A,B,B,B,C,A,B,C,D,A
210064092490,2024,3,F,0,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,D,6,A,E,A,B,C,A,A,B,A,B,B,B,C,A,B,B,E,A
210064093157,2024,7,M,1,3,1,1,4,,0,3523107,Itaquaquecetuba,35,SP,A,B,A,A,1,B,B,A,B,B,A,A,B,A,B,B,A,B,A,B,B,B,A
210064093344,2024,5,F,1,2,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,C,E,B,B,4,A,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,D,A
210064093600,2024,4,F,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,B,E,C,C,3,A,B,A,B,D,B,A,B,A,B,B,A,B,A,B,A,B,A
210064095253,2024,1,M,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,E,C,B,3,A,D,A,B,B,A,A,B,A,B,B,A,B,A,B,B,D,D
210064095714,2024,11,M,1,1,1,1,9,,0,3523107,Itaquaquecetuba,35,SP,C,C,D,D,3,A,D,A,C,C,B,A,B,A,B,B,A,C,A,B,B,D,A
210064095901,2024,2,M,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,E,C,D,4,A,C,A,C,D,B,A,B,A,B,B,A,B,A,B,B,E,A
210064096021,2024,11,F,1,3,1,1,10,,0,3523107,Itaquaquecetuba,35,SP,D,C,C,C,4,A,A,A,B,C,A,A,B,A,B,B,A,C,A,B,B,E,A
210064096078,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,C,4,A,E,A,B,D,A,A,B,A,B,A,A,C,A,B,B,E,A
210064096318,2024,3,M,1,4,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,D,C,F,4,B,B,A,B,C,B,A,B,A,A,B,A,B,A,B,A,C,A
210064096969,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,C,3,A,E,A,C,C,B,A,B,A,B,B,B,C,A,B,B,D,A
210064096983,2024,3,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,B,B,B,1,A,A,A,B,B,A,A,B,A,B,A,A,B,A,B,A,B,A
210064097452,2024,3,M,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,H,D,C,F,2,B,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,C,A
210064097834,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,G,C,E,7,A,K,A,D,D,C,B,C,A,B,B,B,C,B,B,B,E,A
210064097990,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,4,A,E,A,C,C,B,B,B,A,B,B,B,C,A,B,B,E,A
210064098106,2024,13,F,1,1,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,C,E,B,B,1,B,C,A,B,B,A,A,B,A,B,A,A,B,A,A,A,B,A
210064099232,2024,2,F,0,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,D,E,B,B,5,A,C,B,D,D,A,A,C,A,A,B,A,D,A,B,B,D,A
210064100957,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,F,2,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,B,A
210064101923,2024,1,F,1,2,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,C,C,F,5,A,C,A,B,C,A,B,B,A,A,A,A,B,A,B,B,C,A
210064103561,2024,2,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,C,E,F,F,3,A,A,A,B,B,A,A,B,A,B,A,B,B,A,B,A,C,A
210064103641,2024,6,M,1,1,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,D,E,C,F,3,B,C,A,B,C,A,A,B,A,A,B,A,B,A,B,B,D,A
210064105119,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,C,4,A,E,A,B,C,B,B,B,A,A,B,A,C,B,B,A,E,A
210064105669,2024,2,F,0,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,G,E,E,F,5,B,B,A,C,C,B,A,B,B,B,B,A,B,A,B,A,D,A
210064105805,2024,4,F,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,B,G,B,D,5,A,E,A,C,D,B,A,B,A,B,B,A,B,A,B,B,E,D
210064107343,2024,2,M,1,2,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,G,E,E,C,5,A,E,A,B,C,A,A,B,A,B,B,A,C,B,B,C,E,A
210064108063,2024,6,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,E,E,F,B,2,B,D,A,B,B,A,A,B,A,B,B,A,C,A,B,B,C,A
210064108569,2024,3,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,F,B,5,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,C,A
210064109338,2024,7,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,D,E,F,B,2,A,C,A,B,B,A,A,B,A,A,A,A,B,A,B,A,C,A
210064110150,2024,2,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,F,C,D,3,A,H,A,A,C,B,A,B,B,B,B,B,C,B,B,D,D,A
210064110473,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,F,C,D,4,A,F,A,B,C,B,A,B,A,B,B,A,B,B,B,B,D,A
210064111048,2024,8,F,1,1,1,1,6,,0,3523107,Itaquaquecetuba,35,SP,A,E,C,F,3,B,C,A,C,C,A,A,B,A,B,B,B,B,A,B,B,C,A
210064111536,2024,1,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,D,B,C,5,A,D,A,C,D,B,A,B,A,B,B,A,B,A,B,B,C,A
210064111648,2024,4,F,1,2,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,D,D,C,B,4,A,E,A,B,C,B,A,B,A,B,A,A,B,A,B,A,D,A
210064111650,2024,2,F,1,2,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,E,C,C,2,A,C,A,B,B,A,A,B,A,B,B,A,B,A,A,A,C,A
210064111748,2024,15,M,2,1,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,F,B,B,B,5,B,H,A,C,C,B,A,B,B,B,B,A,C,A,B,B,E,A
210064112291,2024,14,F,2,3,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,B,B,B,B,3,A,A,A,B,C,A,A,B,A,B,B,A,B,A,B,A,D,A
210064113060,2024,12,M,2,3,1,1,15,,0,3523107,Itaquaquecetuba,35,SP,B,B,B,B,7,A,B,A,B,C,A,A,B,A,A,B,A,B,A,A,A,B,A
210064113900,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,F,4,B,D,A,B,B,A,B,B,A,B,B,B,B,A,B,B,E,A
210064114026,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,F,C,F,4,A,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,C,A
210064115228,2024,3,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,F,4,A,C,A,B,B,A,A,B,A,B,B,A,B,A,B,A,D,A
210064120399,2024,1,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,D,E,C,F,4,A,E,A,B,C,B,A,B,A,B,B,A,B,A,B,A,D,A
210064121331,2024,2,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,D,C,B,4,A,D,A,B,C,A,A,B,A,B,A,A,B,A,B,A,C,A
210064124561,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,F,4,A,L,A,D,D,B,B,C,A,B,B,B,D,B,B,B,E,A
210064124768,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,C,6,A,A,A,B,C,A,A,B,A,A,A,A,B,A,B,A,E,A
210064125993,2024,2,F,1,5,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,D,G,C,D,2,A,H,A,C,D,B,A,B,A,B,B,A,B,A,B,B,C,A
210064126386,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,C,B,4,A,C,A,B,C,A,A,B,A,B,B,B,C,A,B,A,D,A
210064126915,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,F,F,E,8,A,B,A,B,C,B,A,B,A,B,B,B,D,B,B,A,E,A
210064128536,2024,11,M,2,1,1,1,10,,0,3523107,Itaquaquecetuba,35,SP,H,D,F,C,2,B,D,A,B,B,B,A,B,A,B,B,B,B,A,B,B,B,A
210064128652,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,D,B,4,B,E,A,B,D,B,A,B,A,B,B,A,A,A,B,A,E,A
210064128850,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,F,C,D,5,A,E,A,B,C,B,B,B,A,B,A,A,B,A,B,A,C,E
210064130955,2024,7,M,1,1,1,1,4,,0,3523107,Itaquaquecetuba,35,SP,E,E,F,F,2,A,D,A,B,B,B,A,B,B,B,B,B,B,A,B,B,B,A
210064131620,2024,4,M,1,2,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,H,E,F,B,4,A,C,A,B,C,A,A,B,A,B,B,A,A,A,B,B,E,A
210064133128,2024,3,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,C,B,B,3,A,B,A,B,B,A,A,B,A,A,B,A,B,A,A,A,C,A
210064135374,2024,4,F,1,2,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,F,F,B,B,5,A,F,A,B,D,B,A,B,A,B,A,B,B,A,B,A,E,A
210064135875,2024,1,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,F,C,D,4,A,E,A,B,C,B,A,B,A,B,B,B,C,A,B,B,D,E
210064136732,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,H,B,D,2,B,F,D,B,C,B,A,B,A,B,B,A,B,B,B,B,D,A
210064136895,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,H,F,B,4,A,G,A,B,D,B,A,B,A,B,B,A,C,B,B,E,D,A
210064137303,2024,7,M,1,3,1,1,4,,0,3523107,Itaquaquecetuba,35,SP,F,E,C,F,4,A,G,A,C,C,B,A,B,A,B,B,B,B,A,B,B,D,A
210064137978,2024,8,M,1,1,1,1,6,,0,3523107,Itaquaquecetuba,35,SP,F,E,D,D,1,B,C,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210064139154,2024,10,M,1,3,1,1,7,,0,3523107,Itaquaquecetuba,35,SP,E,D,C,B,1,B,B,A,B,B,A,A,B,A,B,B,A,B,A,B,B,B,A
210064140288,2024,1,F,1,3,2,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,G,F,D,4,A,H,A,D,D,C,A,B,A,B,B,A,B,B,B,B,E,E
210064140445,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,C,A,A,3,B,B,A,B,B,A,A,B,B,A,B,A,B,A,B,A,D,A
210064141267,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,F,C,D,4,B,A,A,B,D,C,B,C,A,B,B,B,B,B,B,B,E,A
210064141559,2024,4,F,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,2,A,D,A,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A
210064141596,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,G,G,F,E,5,B,H,A,B,C,C,A,B,A,B,B,B,B,A,B,C,E,D
210064141622,2024,2,M,0,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,C,3,B,D,A,B,C,A,A,B,A,B,B,A,B,A,B,A,B,A
210064141905,2024,12,F,2,3,1,1,16,,0,3523107,Itaquaquecetuba,35,SP,B,E,C,D,4,A,C,A,B,B,A,A,B,A,B,A,A,B,A,B,A,C,A
210064142136,2024,3,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,E,E,D,4,A,F,D,C,C,B,B,B,A,B,B,B,D,B,B,A,E,A
210064144288,2024,9,M,1,4,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,E,E,F,F,3,B,B,A,C,D,B,A,B,A,B,A,A,B,A,B,A,D,A
210064144544,2024,6,M,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,C,D,B,B,3,B,B,A,B,C,A,A,B,A,A,B,A,B,A,B,A,D,A
210064146246,2024,4,F,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,D,E,C,C,4,A,C,A,B,C,A,A,B,A,A,A,A,C,A,B,A,D,A
210064147986,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,B,5,A,E,A,B,C,B,A,B,A,B,A,A,C,A,B,B,E,A
210064154008,2024,2,M,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,E,D,D,3,A,B,A,B,C,B,A,B,A,A,A,A,B,A,B,A,B,A
210064154021,2024,4,M,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,B,D,D,D,3,A,D,A,B,C,B,A,B,A,A,B,A,B,A,B,B,C,B
210064158425,2024,15,F,3,2,1,1,6,,0,3523107,Itaquaquecetuba,35,SP,B,C,C,B,4,B,A,A,B,C,A,A,B,A,B,B,B,B,A,B,A,B,A
210064158798,2024,3,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,E,D,D,5,A,E,A,B,C,B,B,B,A,B,B,A,B,A,B,B,E,A
210064159875,2024,11,F,1,2,1,1,11,,0,3523107,Itaquaquecetuba,35,SP,E,C,B,B,1,B,B,A,B,B,A,A,B,A,B,B,B,B,A,B,B,B,A
210064161240,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,F,4,A,G,A,B,C,B,A,B,A,B,B,B,B,A,B,A,D,A
210064161737,2024,3,F,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,F,D,D,3,A,E,A,C,D,B,A,B,A,B,B,B,B,A,B,C,D,D
210064162829,2024,3,M,0,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,F,4,A,E,A,B,C,B,A,B,A,A,B,A,C,A,B,B,D,A
210064162833,2024,11,F,1,3,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,B,B,A,B,2,B,B,A,B,B,A,A,B,A,B,A,A,B,A,B,A,B,A
210064163564,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,G,D,D,4,A,H,A,C,D,B,A,B,A,B,B,B,C,B,B,E,E,A
210064165065,2024,4,M,1,2,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,G,E,D,F,3,B,I,A,C,C,B,A,B,A,B,B,B,D,A,B,B,D,A
210064166343,2024,2,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,F,C,C,4,B,C,A,C,C,B,B,B,A,B,B,B,D,B,B,B,D,A
210064167255,2024,6,M,1,3,1,1,4,,0,3523107,Itaquaquecetuba,35,SP,H,D,F,B,4,B,D,A,B,C,A,A,B,A,B,B,B,B,A,B,A,D,A
