NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023
210062192477,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,5,A,C,A,B,C,B,A,B,A,B,B,B,B,A,B,B,E,A
210062192581,2024,2,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,D,D,C,B,8,A,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,C,A
210062192768,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,B,F,F,3,A,C,A,B,C,A,A,B,A,B,B,A,B,A,B,B,D,D
210062192971,2024,11,F,1,3,1,1,7,,0,3523107,Itaquaquecetuba,35,SP,D,E,C,C,6,B,E,A,B,C,B,A,B,A,B,B,A,B,B,B,B,E,A
210062195728,2024,14,M,2,2,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,C,4,B,D,A,B,C,B,A,B,A,B,A,A,B,A,B,B,E,A
210062195775,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,C,4,A,C,A,B,C,B,A,B,B,B,B,A,C,A,B,B,D,A
210062196216,2024,3,F,1,5,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,C,6,A,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,D,A
210062198481,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,F,B,D,3,A,E,A,B,D,B,A,B,A,B,B,B,B,B,B,B,D,D
210062198646,2024,11,M,1,1,1,1,10,,0,3523107,Itaquaquecetuba,35,SP,B,B,F,B,4,B,D,A,B,B,B,A,B,A,A,B,A,B,A,B,B,C,A
210062199197,2024,6,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,E,C,C,F,5,B,C,A,B,C,A,B,B,A,A,A,A,B,A,B,B,C,A
210062199717,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,D,C,C,4,A,B,A,B,C,B,A,B,B,B,B,B,C,A,B,B,B,A
210062200269,2024,17,F,3,3,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,B,B,A,A,1,A,A,A,B,B,A,A,B,A,A,B,A,B,A,B,B,B,A
210062201723,2024,5,M,1,1,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,C,E,B,A,1,B,B,A,B,C,A,A,B,A,B,B,A,B,A,B,B,B,A
210062203845,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,B,3,A,E,A,B,C,B,A,B,A,B,B,A,B,A,B,A,D,A
210062205934,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,G,C,D,3,A,H,A,B,B,B,A,B,A,B,B,A,C,A,B,B,C,A
210062206331,2024,12,F,3,3,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,D,A,B,B,6,B,C,A,B,C,A,A,B,A,B,B,A,C,A,B,A,B,A
210062206845,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,E,F,C,4,B,B,A,B,C,A,A,B,A,B,B,A,B,A,B,B,D,A
210062209612,2024,1,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,G,D,D,4,A,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A
210062209685,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,F,C,4,B,D,A,C,C,B,A,B,A,B,B,B,B,A,B,B,C,A
210062209698,2024,2,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,C,C,B,5,A,B,A,B,B,A,A,B,A,A,B,A,B,A,B,A,B,A
210062211232,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,C,F,B,7,A,A,A,B,B,A,A,B,B,B,A,A,A,A,B,A,B,A
210062212306,2024,3,M,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,C,C,C,3,A,D,A,B,B,A,A,B,A,B,B,A,B,A,B,B,D,A
210062213264,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,D,C,C,2,A,D,A,B,B,A,A,B,A,B,B,A,B,A,B,B,C,A
210062214463,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,B,B,B,4,A,A,A,B,B,B,A,B,A,B,B,A,B,A,B,A,C,A
210062215530,2024,11,F,1,4,1,1,9,,0,3523107,Itaquaquecetuba,35,SP,B,B,F,B,4,B,E,A,B,B,A,A,B,A,A,B,A,B,A,B,A,D,A
210062216187,2024,2,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,F,E,F,E,3,B,D,A,C,C,B,B,B,A,B,B,B,B,A,B,B,D,A
210062217023,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,E,D,B,4,B,C,A,B,D,A,A,B,A,A,A,A,B,A,B,B,D,A
210062219259,2024,3,F,0,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,H,B,C,2,B,C,A,B,B,A,A,B,A,B,A,A,B,A,B,A,C,A
210062220848,2024,5,F,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,C,E,B,B,3,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210062223859,2024,2,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,E,C,B,4,A,B,A,B,C,B,A,B,A,B,B,B,B,B,B,A,E,A
210062225947,2024,11,M,1,3,1,1,9,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,5,B,C,A,B,D,B,A,B,A,A,B,B,C,A,B,B,E,A
210062226841,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,F,F,D,3,A,I,A,B,C,A,A,B,A,B,B,B,B,B,B,C,D,A
210062227701,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,F,C,3,A,A,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210062227785,2024,5,F,1,2,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,H,D,C,B,6,A,G,A,B,C,B,A,B,A,B,B,A,C,A,B,A,E,E
210062230014,2024,4,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,B,B,4,A,C,A,B,C,A,A,B,A,B,A,A,B,A,B,A,D,A
210062230093,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,H,F,F,4,A,A,A,B,B,A,A,B,A,B,B,A,B,A,B,A,B,A
210062230113,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,H,F,B,5,B,G,A,B,D,B,A,B,B,B,A,A,A,A,B,A,E,A
210062230755,2024,5,M,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,C,C,D,B,3,B,G,A,D,D,B,A,B,A,B,B,A,C,A,B,C,D,A
210062231079,2024,11,M,2,3,1,1,12,,0,3523107,Itaquaquecetuba,35,SP,B,E,A,B,3,B,F,A,B,C,B,A,B,A,B,B,A,B,A,B,A,C,A
210062234520,2024,4,M,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,E,D,B,5,A,C,A,B,B,A,A,B,A,B,B,A,B,A,B,A,E,A
210062235969,2024,7,M,1,3,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,C,E,B,D,4,A,H,A,C,C,A,A,B,A,A,B,A,B,A,B,B,E,A
210062237045,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,7,A,C,A,C,D,C,A,B,A,B,A,A,B,A,B,B,E,A
210062237067,2024,10,F,1,1,1,1,8,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,3,B,C,A,B,C,A,A,B,A,A,A,A,B,A,B,B,B,A
210062241486,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,D,F,F,3,A,C,A,B,C,A,A,B,A,A,B,A,B,A,B,A,C,A
210062245055,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,E,B,F,5,B,B,A,B,C,B,B,B,A,B,B,B,B,A,B,C,E,A
210062245084,2024,4,M,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,D,C,D,B,4,A,D,A,C,D,B,A,C,B,B,B,B,B,A,B,C,E,A
210062245985,2024,2,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,E,B,F,3,A,B,A,B,C,A,A,B,A,B,B,A,B,A,B,A,C,A
210062248811,2024,2,M,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,F,F,D,D,3,A,G,A,D,C,B,A,B,A,B,B,B,D,B,B,B,D,D
210062248981,2024,4,F,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,B,E,B,C,4,A,F,A,B,C,A,A,B,A,B,B,B,C,A,B,B,D,A
210062249444,2024,3,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,F,B,3,B,B,A,B,C,A,A,B,A,B,A,A,A,A,B,B,C,A
210062251351,2024,4,M,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,D,E,E,F,4,B,B,A,C,D,B,A,B,A,B,B,A,B,A,B,B,E,A
210062251545,2024,10,M,1,3,1,1,8,,0,3523107,Itaquaquecetuba,35,SP,E,B,D,B,2,A,D,A,B,C,A,A,B,A,B,B,B,C,A,B,B,B,A
210062251624,2024,2,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,F,F,E,E,5,A,J,B,D,D,B,A,B,B,B,B,B,B,A,B,B,D,D
210062252129,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,H,C,B,4,A,F,A,B,B,A,A,B,A,B,A,A,A,A,B,A,C,A
210062252521,2024,8,F,1,1,1,1,6,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,4,B,D,A,B,C,B,A,B,B,B,B,B,C,A,B,B,E,A
210062252678,2024,1,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,G,D,D,5,A,I,A,C,D,C,A,C,B,B,B,B,C,B,B,C,E,A
210062254023,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,5,A,C,A,B,C,B,A,B,A,B,B,B,B,A,B,B,D,A
210062254127,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,F,F,4,A,C,A,B,B,B,A,B,A,B,B,A,B,A,B,A,E,A
210062254684,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,E,C,D,5,A,J,A,C,C,C,B,C,A,B,B,B,C,A,B,C,E,A
210062255865,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,3,A,F,A,C,D,C,A,B,A,B,B,B,C,A,B,C,D,D
210062259463,2024,8,M,1,1,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,G,G,F,E,1,A,B,A,B,B,A,A,B,A,A,A,B,B,A,A,B,B,A
210062261392,2024,4,M,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,4,A,E,A,B,C,B,A,B,A,B,B,B,C,A,B,B,E,A
210062261936,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,C,B,B,5,A,C,A,B,C,A,A,B,A,B,B,A,B,A,B,B,B,A
210062262165,2024,13,F,2,3,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,B,F,B,B,3,A,C,A,C,C,B,A,B,A,B,A,A,A,A,B,B,C,B
210062263104,2024,7,M,1,3,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,C,F,C,D,3,B,F,A,B,C,B,A,B,A,B,B,A,B,A,B,B,D,A
210062263294,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,F,B,7,B,A,A,B,C,A,A,B,A,B,B,A,B,A,B,A,E,A
210062263458,2024,4,F,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,D,C,C,D,2,B,D,B,D,D,B,A,B,B,B,B,A,C,B,B,D,E,A
210062263584,2024,9,M,1,2,1,1,7,,0,3523107,Itaquaquecetuba,35,SP,F,E,C,B,4,B,G,A,C,C,C,A,B,A,B,B,A,C,A,B,B,E,A
210062265765,2024,13,F,1,2,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,A,C,A,A,2,B,B,A,B,B,A,B,B,A,B,A,B,B,A,B,A,B,A
210062265931,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,G,D,D,3,A,G,A,B,C,B,A,B,A,B,A,A,B,A,B,B,C,D
210062268896,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,B,F,B,5,A,B,A,B,B,B,A,B,A,B,A,A,B,A,A,B,D,A
210062269337,2024,2,M,1,2,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,F,E,D,B,2,A,A,A,B,C,A,A,B,A,B,B,A,C,A,B,B,B,A
210062272118,2024,9,F,1,3,1,1,6,,0,3523107,Itaquaquecetuba,35,SP,F,B,B,B,3,B,C,A,C,C,B,A,B,A,B,B,A,B,A,B,B,B,A
210062274237,2024,8,F,0,1,1,1,6,,0,3523107,Itaquaquecetuba,35,SP,B,E,C,B,5,A,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,C,A
210062275151,2024,4,F,1,3,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,C,E,C,B,2,A,B,A,B,B,A,A,B,A,B,A,A,B,A,B,A,B,A
210062276608,2024,4,M,1,3,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,D,C,B,6,A,B,A,C,C,A,A,B,A,B,B,A,B,B,B,A,E,A
210062277134,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,G,E,D,D,5,A,M,A,D,D,C,A,B,A,B,B,B,C,B,B,C,E,E
210062277494,2024,5,F,1,1,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,E,E,D,B,2,B,E,A,B,B,A,A,B,A,B,B,A,B,B,A,B,B,A
210062278375,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,A,C,3,B,B,A,B,C,B,A,B,A,B,B,A,B,A,B,A,C,A
210062279159,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,C,F,F,6,A,C,A,C,D,A,A,B,A,B,B,A,C,A,B,A,E,A
210062283515,2024,12,F,2,1,1,1,13,,0,3523107,Itaquaquecetuba,35,SP,H,B,F,F,4,A,B,A,B,B,B,A,B,A,B,A,A,B,A,B,A,C,A
210062283892,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,E,A,C,3,A,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,C,A
210062284977,2024,6,F,1,3,1,1,4,,0,3523107,Itaquaquecetuba,35,SP,H,F,F,B,3,B,C,A,B,C,A,A,B,A,B,B,B,B,A,B,B,D,A
210062285334,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,F,D,D,3,B,G,A,B,C,B,A,B,A,B,B,A,B,A,B,B,C,A
210062288817,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,3,A,F,A,C,C,C,A,B,A,B,B,B,D,A,B,A,D,A
210062292301,2024,4,M,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,D,B,B,4,B,B,A,B,C,B,A,B,A,B,B,A,B,A,B,A,C,A
210062292642,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,B,B,3,A,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,D,A
210062293225,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,F,F,F,4,A,C,A,C,C,B,A,B,A,B,A,B,A,A,B,B,E,A
210062293349,2024,2,F,1,1,2,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,D,C,3,A,B,A,B,C,B,A,B,B,B,B,B,D,A,B,B,D,A
210062295268,2024,5,F,1,2,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,3,A,C,A,B,B,A,A,B,A,B,B,A,B,A,B,A,C,A
210062295679,2024,10,M,1,3,1,1,8,,0,3523107,Itaquaquecetuba,35,SP,H,B,C,D,4,B,E,A,B,C,C,C,B,A,A,B,B,D,A,B,A,E,A
210062297634,2024,16,M,1,3,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,B,B,C,B,3,B,F,B,B,D,B,A,C,A,B,B,A,C,A,B,B,B,A
210062297855,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,F,F,4,B,C,A,B,C,A,A,B,A,B,A,A,C,A,B,B,D,A
210062298344,2024,3,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,E,B,B,3,A,B,A,B,B,A,A,B,A,B,B,B,B,A,B,B,D,A
210062300701,2024,5,M,1,2,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,B,E,C,F,7,B,B,A,C,D,A,A,B,A,B,A,A,C,A,B,A,E,A
210062301286,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,E,F,F,3,A,A,A,B,C,A,A,C,A,B,B,A,C,B,B,B,C,A
210062301577,2024,14,F,1,1,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,B,D,C,B,3,A,C,A,B,C,A,A,B,A,A,A,A,B,A,B,A,B,A
210062301859,2024,2,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,A,4,A,C,A,B,D,B,A,B,A,B,B,A,B,A,B,B,E,A
210062304377,2024,8,M,1,3,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,E,E,D,B,4,B,G,A,B,C,B,A,B,A,B,B,A,B,A,B,B,E,A
210062304939,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,C,C,F,4,A,C,A,B,C,C,B,B,B,B,B,B,C,B,B,C,C,A
210062310400,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,E,E,F,6,A,C,A,B,D,B,A,B,B,B,B,B,D,B,B,C,D,A
210062310493,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,D,B,4,A,C,A,B,C,B,A,B,A,B,B,A,B,A,B,A,D,A
210062310931,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,C,D,B,3,A,E,A,B,C,B,A,B,A,B,B,B,C,A,B,A,C,A
210062313834,2024,3,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,6,A,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,C,A
210062314240,2024,11,F,2,1,1,1,10,,0,3523107,Itaquaquecetuba,35,SP,B,C,B,B,2,A,C,A,B,C,B,A,B,B,B,B,A,B,A,B,A,C,A
210062315027,2024,14,M,2,2,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,H,A,F,A,2,B,C,A,B,B,B,A,B,A,B,B,A,B,A,B,B,B,A
210062315646,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,D,D,4,A,H,A,B,C,B,A,B,A,B,B,A,B,A,B,A,E,E
210062315970,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,F,5,A,C,A,B,C,A,A,B,A,B,B,A,B,A,B,A,D,A
210062316452,2024,17,M,2,3,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,B,B,C,B,3,B,B,A,B,C,B,A,B,A,B,B,A,B,A,B,C,D,A
210062318753,2024,6,F,1,1,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,C,2,A,A,A,B,B,A,A,B,A,B,A,A,B,A,B,A,A,A
210062319410,2024,9,F,1,3,1,1,6,,0,3523107,Itaquaquecetuba,35,SP,E,A,B,B,1,B,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,B,A
210062319752,2024,5,F,1,2,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,B,C,B,B,2,B,C,A,B,C,B,A,B,A,B,B,A,B,A,B,A,C,A
210062321785,2024,3,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,B,B,5,A,C,A,B,B,A,A,B,A,B,A,A,C,A,B,B,E,A
210062322068,2024,5,M,1,1,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,B,E,C,B,6,B,C,A,B,C,B,A,B,A,A,A,A,B,B,B,A,E,A
210062323124,2024,8,M,1,2,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,B,D,C,B,10,B,C,A,B,C,A,A,B,A,A,A,A,B,A,B,A,E,A
210062324175,2024,12,M,3,3,1,1,15,,0,3523107,Itaquaquecetuba,35,SP,E,H,C,F,1,B,C,A,B,B,A,A,B,A,B,A,A,B,B,B,A,B,A
210062325292,2024,7,F,1,2,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,B,E,B,B,4,A,C,A,B,C,A,A,B,A,B,A,A,C,B,B,B,B,A
210062325961,2024,9,M,1,2,1,1,6,,0,3523107,Itaquaquecetuba,35,SP,B,C,F,F,4,B,C,A,C,C,A,B,B,A,A,A,A,A,A,B,B,E,A
210062326573,2024,4,M,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,H,E,F,F,3,B,A,A,B,C,B,A,B,A,B,B,B,C,A,B,B,D,A
210062326622,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,D,B,A,4,A,B,A,B,B,A,A,B,A,A,B,A,B,A,B,A,C,A
210062330455,2024,4,M,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,F,F,D,D,4,B,G,A,C,D,A,A,B,A,B,B,B,A,A,B,C,E,A
210062330481,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,F,F,5,A,B,A,B,C,A,A,B,A,B,B,A,B,A,B,B,D,A
210062330672,2024,5,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,4,B,C,A,B,B,B,A,B,A,B,A,A,B,A,B,B,D,A
210062333150,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,E,B,D,3,A,E,A,B,C,A,B,B,A,B,B,B,D,A,B,C,D,A
210062333384,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,4,A,B,A,B,C,B,A,B,A,B,A,A,B,A,B,B,B,A
210062336306,2024,7,F,1,3,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,B,B,B,B,3,A,C,A,B,C,B,A,B,A,A,B,A,B,A,B,B,C,A
210062337415,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,4,A,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,C,A
210062337431,2024,5,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,F,G,C,D,5,A,H,A,C,C,B,A,B,B,B,B,B,C,A,B,B,E,A
210062339140,2024,15,M,1,1,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,B,B,F,F,1,B,B,A,B,B,B,A,B,A,B,B,A,B,A,B,B,B,A
210062339491,2024,10,M,1,2,1,1,8,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,4,B,H,A,B,B,A,A,B,A,B,A,A,B,A,B,B,E,A
210062339703,2024,2,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,F,F,6,A,B,A,B,C,A,A,B,A,B,B,B,C,B,B,A,E,A
210062340451,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,G,D,D,2,A,F,A,C,C,A,A,B,A,A,A,A,B,B,B,B,B,A
210062342746,2024,10,F,1,1,1,1,7,,0,3523107,Itaquaquecetuba,35,SP,H,H,C,F,5,B,C,A,B,C,A,A,B,A,A,A,A,B,A,A,A,C,A
210062350969,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,D,D,6,B,H,A,D,D,B,A,B,A,B,B,B,C,A,B,C,E,B
210062351350,2024,4,M,1,2,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,G,C,D,4,B,D,A,B,C,A,A,B,A,B,B,A,B,A,B,C,E,A
210062352721,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,E,D,D,3,A,G,A,B,C,C,A,B,A,B,B,A,B,A,B,B,D,A
210062357002,2024,4,M,1,3,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,C,7,A,I,A,B,D,B,A,B,A,B,A,A,B,B,B,B,E,A
210062357109,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,B,5,A,C,A,B,D,A,A,B,A,B,A,A,B,A,B,A,D,A
210062361140,2024,2,M,0,0,3,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,H,A,A,5,B,C,A,C,D,B,A,B,A,B,A,A,B,B,B,A,E,A
210062363301,2024,5,M,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,H,E,B,B,4,B,G,A,B,B,A,A,B,A,B,B,B,C,B,B,B,E,A
210062363752,2024,3,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,C,C,B,10,B,B,A,B,C,A,A,B,B,B,B,B,B,A,B,A,B,A
210062365380,2024,4,F,1,3,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,B,B,C,B,3,A,C,A,C,C,B,A,B,A,B,B,B,C,A,B,B,D,A
210062366066,2024,13,M,2,3,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,A,A,B,B,2,B,D,A,B,C,A,A,B,A,B,B,A,B,A,B,B,B,A
210062366075,2024,2,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,B,3,A,D,A,B,C,B,A,B,A,A,A,A,B,A,A,A,D,A
210062366082,2024,6,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,B,E,F,C,7,B,D,A,D,D,A,A,C,A,B,B,A,C,A,B,A,E,A
210062366300,2024,4,F,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,E,D,D,3,B,B,A,B,C,A,A,B,A,A,A,A,B,A,B,B,C,B
210062366601,2024,2,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,C,3,A,C,A,B,C,B,A,B,A,B,B,A,C,A,B,A,D,A
210062367336,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,C,B,3,A,C,A,B,C,B,A,B,A,B,B,A,B,A,B,A,D,A
210062368208,2024,3,M,2,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,G,D,D,4,A,C,A,B,C,A,A,B,A,B,B,B,D,B,B,A,E,A
210062371110,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,G,D,D,4,B,E,D,D,D,C,A,B,B,B,B,B,D,B,B,C,D,D
